language,source,target,p_lag,dmax,lead_days,ty_pvalue,pearson_r,abs_r
Arabic,42,19,1,0,1,0.023639301185436983,0.3228176067328361,0.3228176067328361
Arabic,36,40,3,1,3,0.02398690758892543,0.2789938191815984,0.2789938191815984
Arabic,21,17,3,0,2,0.02399744455576927,-0.16884447711531228,0.16884447711531228
Arabic,48,31,7,1,7,0.024157896298255283,0.38160993987923586,0.38160993987923586
Arabic,44,35,1,0,1,0.02427694263205256,0.3424778678066889,0.3424778678066889
Arabic,44,1,1,0,1,0.024438074153137687,0.24006786221259813,0.24006786221259813
Arabic,9,42,1,0,1,0.024578904702132646,0.26028672961152416,0.26028672961152416
Arabic,33,1,2,1,1,0.02462523534731419,0.3181105764037849,0.3181105764037849
Arabic,27,43,1,0,1,0.024691189994759978,0.22224729654128755,0.22224729654128755
Arabic,48,5,7,1,6,0.025602179433188814,0.5522552231869756,0.5522552231869756
Arabic,37,13,4,1,4,0.025970028874244253,0.25662228215721133,0.25662228215721133
Arabic,35,20,1,0,3,0.026073414969937654,0.29177724150539774,0.29177724150539774
Arabic,39,48,2,1,2,0.02608226151054989,0.3437573883152762,0.3437573883152762
Arabic,44,8,1,0,1,0.02702465248608662,0.343920111874016,0.343920111874016
Arabic,25,14,4,1,2,0.027285984562747993,0.5579208431995768,0.5579208431995768
Arabic,30,23,2,1,2,0.027293737828360084,0.47552865969920594,0.47552865969920594
Arabic,16,32,7,1,5,0.0279167717220609,0.34178467782777605,0.34178467782777605
Arabic,28,3,4,1,1,0.027954863929966343,0.46011901442280145,0.46011901442280145
Arabic,41,10,2,1,2,0.02835337111536053,0.2608206647146773,0.2608206647146773
Arabic,20,40,6,1,3,0.028445662008657262,0.29173378144257067,0.29173378144257067
Arabic,22,27,2,1,4,0.02858110572436382,0.33735355766969666,0.33735355766969666
Arabic,26,31,1,0,1,0.02876542469920586,0.3147353424197558,0.3147353424197558
Arabic,1,24,2,0,2,0.02876649286436962,0.25944138312102777,0.25944138312102777
Arabic,26,35,1,0,1,0.028873861915133213,0.30504616768898024,0.30504616768898024
Arabic,41,19,1,0,2,0.02892874673317798,0.32094551845126656,0.32094551845126656
Arabic,39,37,2,1,2,0.02906418944276852,0.3187298943532168,0.3187298943532168
